#{"t_start": 1659557965.4025352, "env_id": null}
r,l,t,fractional_success
1.158796,834,17.808789,0.0
1.231832,834,37.096321,0.0
1.460328,834,57.360413,0.0
1.325194,834,76.104084,0.0
1.835708,834,94.022825,0.0
1.406319,834,112.405054,0.0
1.046423,834,130.955175,0.0
1.090418,834,150.667536,0.0
0.425161,834,169.909828,0.0
1.514271,834,189.8332,0.0
1.450571,834,208.671084,0.0
1.169204,834,226.566426,0.0
1.283418,834,245.033901,0.0
1.078987,834,263.603785,0.0
1.236996,834,283.402888,0.0
1.319258,834,302.32629,0.0
1.140967,834,322.031734,0.0
1.020708,834,341.002775,0.0
1.126494,834,360.574194,0.0
1.020919,834,378.95904,0.0
1.283166,834,397.706077,0.0
1.860144,834,418.620981,0.0
1.603956,834,437.52838,0.0
1.601,834,455.498107,0.0
1.623976,834,474.896801,0.0
1.604638,834,494.03239,0.0
1.323041,834,513.56492,0.0
1.503527,834,532.784199,0.0
1.04747,834,552.348956,0.0
1.162812,834,569.813731,0.0
1.221274,834,588.513527,0.0
1.297024,834,608.988559,0.0
1.24656,834,628.123094,0.0
1.466512,834,646.519818,0.0
1.558226,834,664.527883,0.0
1.865455,834,682.802274,0.0
1.724487,834,701.176693,0.0
1.943764,834,719.413453,0.0
1.829592,834,737.736924,0.0
1.712194,834,755.613043,0.0
1.493739,834,774.059332,0.0
1.84835,834,791.297666,0.0
1.900762,834,809.479814,0.0
1.861483,834,827.95337,0.0
2.196853,834,846.343314,0.0
2.026308,834,864.610497,0.0
2.475193,834,882.877573,0.49833199945810125
1.876331,834,900.322036,0.0
1.513374,834,918.601883,0.0
1.961391,834,936.84184,0.0
1.746054,834,954.62618,0.0
1.916471,834,972.468415,0.0
1.84797,834,990.464342,0.0
1.868307,834,1008.130468,0.0
1.865621,834,1027.497245,0.0
1.979209,834,1045.73815,0.0
1.630389,834,1065.067937,0.0
1.62393,834,1083.579058,0.0
1.71941,834,1102.288747,0.0
1.508718,834,1119.602693,0.0
1.595377,834,1137.359892,0.0
1.615055,834,1155.800041,0.0
1.595776,834,1174.038158,0.0
1.623061,834,1192.653345,0.0
1.912608,834,1211.606073,0.0
1.328587,834,1229.023153,0.0
1.572823,834,1245.819233,0.0
1.740916,834,1261.974719,0.0
1.278979,834,1278.083333,0.0
2.045046,834,1293.89509,0.0
1.781013,834,1310.819315,0.0
1.827756,834,1326.325075,0.0
1.382562,834,1342.574305,0.0
1.831152,834,1359.073527,0.0
1.736373,834,1375.80716,0.0
1.778045,834,1392.165689,0.0
1.930813,834,1408.602412,0.0
1.569994,834,1424.382917,0.0
1.689456,834,1440.619645,0.0
1.989983,834,1456.993868,0.0
1.550693,834,1472.930615,0.0
1.536411,834,1489.507954,0.0
1.807552,834,1506.225915,0.0
1.692677,834,1521.990794,0.0
1.523583,834,1538.833749,0.0
1.446609,834,1555.23922,0.0
1.4649,834,1571.754066,0.0
1.385467,834,1588.12829,0.0
1.364277,834,1605.986822,0.0
1.560806,834,1621.548589,0.0
1.873502,834,1638.391539,0.0
1.806723,834,1655.687597,0.0
1.59664,834,1672.343058,0.0
1.566178,834,1689.170378,0.0
1.726221,834,1705.841459,0.0
1.727108,834,1721.965699,0.0
1.650709,834,1738.73365,0.0
1.671213,834,1755.420359,0.0
1.776102,834,1772.403931,0.0
1.839662,834,1788.575041,0.0
1.823447,834,1805.152386,0.0
2.407463,834,1821.229745,0.4372496521739441
1.950727,834,1837.603972,0.0
2.078542,834,1854.306308,0.0
2.037561,834,1870.868023,0.0
1.349064,834,1888.007838,0.0
1.494473,834,1904.507058,0.0
1.977229,834,1920.881285,0.0
1.409281,834,1937.460687,0.0
1.031689,834,1953.913033,0.0
1.722895,834,1970.648068,0.0
1.959014,834,1987.709764,0.0
1.530855,834,2004.974571,0.0
1.687338,834,2021.348797,0.0
1.705672,834,2038.410488,0.0
2.008477,834,2055.331563,0.0
1.875693,834,2072.08077,0.0
1.429406,834,2088.76748,0.0
1.734716,834,2105.594811,0.0
1.717359,834,2121.953413,0.0
1.649067,834,2138.776503,0.0
1.667574,834,2155.572584,0.0
1.420968,834,2172.478031,0.0
1.966492,834,2189.399108,0.0
1.581819,834,2206.78891,0.0
1.67934,834,2223.605069,0.0
1.873392,834,2241.740652,0.0
1.936028,834,2258.679339,0.0
1.792198,834,2276.162888,0.0
1.863172,834,2292.943344,0.0
1.833838,834,2310.364395,0.0
1.919834,834,2326.535508,0.0
2.062364,834,2343.081598,0.0
1.328537,834,2359.768309,0.0
1.292024,834,2376.345648,0.0
1.323778,834,2393.391716,0.0
1.518891,834,2410.328416,0.0
1.555647,834,2426.577647,0.0
1.348261,834,2443.092491,0.0
1.272959,834,2459.701084,0.0
1.244784,834,2476.684652,0.0
1.207402,834,2493.511984,0.0
1.741837,834,2510.46431,0.0
1.368482,834,2527.057271,0.0
1.61319,834,2543.587737,0.0
1.829273,834,2560.977541,0.0
1.327677,834,2577.976735,0.0
1.842947,834,2595.577337,0.0
2.188,834,2612.576525,0.0
1.850536,834,2628.54452,0.0
1.83614,834,2645.074991,0.0
1.97,834,2662.261677,0.0
1.886979,834,2679.557738,0.0
1.763921,834,2697.119406,0.0
1.500682,834,2714.72795,0.0
1.272096,834,2731.992763,0.0
1.458333,834,2748.257618,0.0
1.536295,834,2765.225567,0.0
1.443526,834,2782.101688,0.0
1.509451,834,2798.866519,0.0
1.466041,834,2816.178202,0.0
1.294998,834,2833.380519,0.0
1.532711,834,2850.879689,0.0
1.868362,834,2868.488229,0.0
1.210319,834,2885.362433,0.0
1.748847,834,2902.658491,0.0
1.296441,834,2919.642062,0.0
1.259771,834,2936.892483,0.0
1.389236,834,2953.891678,0.0
1.553564,834,2971.797082,0.0
1.773372,834,2988.827527,0.0
1.427013,834,3005.998588,0.0
1.408638,834,3023.310272,0.0
1.513843,834,3040.168845,0.0
1.320737,834,3056.964928,0.0
1.218022,834,3074.760963,0.0
1.173775,834,3092.494498,0.0
1.59263,834,3109.462457,0.0
1.764738,834,3126.71163,0.0
1.658187,834,3143.443984,0.0
1.599636,834,3160.083821,0.0
1.512137,834,3176.958023,0.0
1.857136,834,3194.300954,0.0
1.656245,834,3211.56576,0.0
1.906382,834,3229.002436,0.0
1.689283,834,3246.193748,0.0
1.838963,834,3263.53668,0.0
2.217783,834,3281.317124,0.0
2.074644,834,3299.147568,0.0
1.677494,834,3316.724863,0.0
1.74297,834,3334.224032,0.0
1.659629,834,3351.707582,0.0
1.792563,834,3368.503662,0.0
1.643969,834,3386.159077,0.0
1.693893,834,3403.064529,0.0
1.573683,834,3420.032477,0.0
1.486772,834,3437.50043,0.0
1.520692,834,3455.233949,0.0
1.503027,834,3472.608114,0.0
1.768562,834,3489.654181,0.0
1.625483,834,3507.090857,0.0
1.892096,834,3524.246296,0.0
1.914467,834,3541.948587,0.0
1.795978,834,3559.247281,0.0
