#{"t_start": 1659509340.8917172, "env_id": null}
r,l,t,fractional_success
-0.336516,834,15.572002,0.0
-1.490665,834,27.522566,0.0
-0.608703,834,39.263955,0.0
-0.56799,834,50.634402,0.0
-0.904287,834,61.875779,0.0
-1.004959,834,73.579274,0.0
-0.965262,834,86.403342,0.0
-0.322849,834,102.300083,0.0
-1.188919,834,114.421645,0.0
-1.141903,834,126.334731,0.0
-0.284213,834,137.999218,0.0
-0.685963,834,150.361625,0.0
-1.079283,834,162.863091,0.0
-1.18031,834,175.200633,0.0
-0.833834,834,191.207794,0.0
