#{"t_start": 1659509341.1726997, "env_id": null}
r,l,t,fractional_success
-0.96644,834,15.328017,0.0
-1.312672,834,27.216586,0.0
-0.429901,834,38.989974,0.0
-1.001938,834,50.369537,0.0
-1.672667,834,61.594796,0.0
-0.30716,834,73.304292,0.0
-1.084154,834,86.104359,0.0
-0.392458,834,102.037099,0.0
-0.052765,834,114.180658,0.0
-0.010256,834,126.060749,0.0
0.324576,834,137.830228,0.0
-0.117208,834,150.176637,0.0
-0.35453,834,162.715099,0.0
0.240266,834,174.978103,0.0
-0.599913,834,190.870814,0.0
