#{"t_start": 1659509334.7658722, "env_id": null}
r,l,t,fractional_success
-0.858335,834,21.687846,0.0
-1.493764,834,33.598415,0.0
-1.267836,834,45.379802,0.0
-1.076224,834,56.73421,0.0
-0.787899,834,67.999623,0.0
-0.682308,834,79.694121,0.0
0.507287,834,92.488191,0.0
-0.74178,834,108.41593,0.0
-0.06629,834,120.538489,0.0
-0.577491,834,132.458578,0.0
-1.619105,834,144.117107,0.0
0.292834,834,156.451475,0.0
-0.729775,834,168.956938,0.0
-0.995239,834,181.276478,0.0
-0.11412,834,197.294642,0.0
