#{"t_start": 1659509333.9709148, "env_id": null}
r,l,t,fractional_success
-0.374179,834,22.5278,0.0
-1.231631,834,34.399372,0.0
-0.296191,834,46.221755,0.0
-1.19081,834,57.554166,0.0
-0.178173,834,68.820576,0.0
-0.982971,834,80.534075,0.0
-1.085638,834,93.323144,0.0
-1.63386,834,109.220886,0.0
-0.129284,834,121.358443,0.0
-1.154185,834,133.286533,0.0
-0.148089,834,144.962015,0.0
0.014331,834,157.388422,0.0
-1.426746,834,169.927885,0.0
0.639336,834,182.104432,0.0
0.054548,834,198.119596,0.0
