r,l,t,fractional_success

0.676382,834,4.694103,0.0

3.39333,834,16.369806,0.0

8.394515,834,27.20996,0.9993621668425409

9.51338,834,38.47313,0.9990669688985899

1.984848,834,50.782299,0.0

-0.244727,834,61.355177,0.0

-0.411213,834,71.560916,0.0

7.740133,834,81.962203,0.7048336048726743

11.098906,834,93.18904,0.9992978505788038

3.895016,834,104.856497,0.0

0.655038,834,115.514777,0.0

0.628678,834,126.311437,0.0

1.450106,834,137.212175,0.0

1.342701,834,149.558372,0.0

2.798236,834,161.439819,0.0

1.843382,834,173.361339,0.0

2.244871,834,184.618887,0.0

2.164525,834,195.163996,0.0

2.075465,834,205.882625,0.0

1.382629,834,217.075567,0.0

1.359525,834,227.994186,0.0

1.367407,834,238.834563,0.0

1.009172,834,250.496534,0.0

1.70023,834,261.977537,0.0

2.007369,834,273.663343,0.0

2.332024,834,285.498327,0.0

1.725166,834,299.14375,0.0

1.861526,834,310.347235,0.0

0.627539,834,324.206083,0.0

1.469044,834,341.29521,0.0

2.339953,834,357.943048,0.0

2.236176,834,368.929529,0.0

1.834038,834,379.929008,0.0

1.627892,834,390.853482,0.0

2.164523,834,401.922952,0.0

1.197687,834,412.908422,0.0

1.712358,834,424.114882,0.0

1.279243,834,435.222347,0.0

2.195236,834,446.044819,0.0

1.302587,834,457.287271,0.0

1.705497,834,469.487628,0.0

0.15651,834,480.540087,0.0

1.352188,834,491.424552,0.0

1.950741,834,502.595007,0.0

1.440379,834,513.521464,0.0

1.080835,834,524.74091,0.0

1.919735,834,535.764368,0.0

1.280418,834,546.840817,0.0

1.389141,834,558.15526,0.0

1.485785,834,569.321702,0.0

2.013664,834,580.482148,0.0

0.884871,834,591.852585,0.0

1.63895,834,603.02303,0.0

1.792001,834,614.127483,0.0

0.674921,834,625.101933,0.0

2.071612,834,636.112386,0.0

2.286333,834,647.586122,0.0

1.633927,834,658.857255,0.0

1.708299,834,670.101696,0.0

2.06318,834,681.317141,0.0

2.17209,834,693.14363,0.0

1.535844,834,704.735253,0.0

2.141552,834,715.852238,0.0

2.324626,834,726.804819,0.0

1.004543,834,737.946086,0.0

2.492536,834,749.383018,0.0

1.058216,834,761.179312,0.0

2.156788,834,772.272514,0.0

2.055402,834,783.84133,0.0

3.333414,834,795.347708,0.0

0.680314,834,806.45071,0.0

2.724609,834,817.590789,0.0

1.295242,834,828.764471,0.0

1.045686,834,839.842055,0.0

1.646922,834,851.138376,0.0

1.625502,834,862.391672,0.0

1.315135,834,873.59425,0.0

2.021576,834,884.933713,0.0

2.802335,834,896.386846,0.0

2.631463,834,907.589425,0.0

1.945562,834,918.90144,0.0

1.284109,834,930.010278,0.0

2.495667,834,941.259732,0.0

0.473116,834,952.510096,0.0

1.369383,834,963.650184,0.0

1.174413,834,974.806695,0.0

1.377489,834,985.986119,0.0

1.276354,834,997.188706,0.0

1.996482,834,1008.54863,0.0

2.160497,834,1019.891832,0.0

1.622923,834,1031.110047,0.0

1.15821,834,1042.499952,0.0

3.049888,834,1053.884329,0.0

1.824885,834,1065.226269,0.0

1.562634,834,1076.500886,0.0

1.614595,834,1087.968747,0.0

2.000897,834,1099.387626,0.0

1.665045,834,1110.543347,0.0

1.760375,834,1121.810441,0.0

1.286175,834,1133.013602,0.0

2.284815,834,1144.325573,0.0

1.529017,834,1155.680481,0.0

1.151514,834,1167.147445,0.0

1.525371,834,1178.443795,0.0

2.439162,834,1189.79914,0.0

2.345294,834,1201.314405,0.0

1.453809,834,1212.751377,0.0

1.181957,834,1224.141484,0.0

2.177536,834,1235.940613,0.0

2.795046,834,1248.246748,0.0

2.891906,834,1260.035087,0.0

0.574683,834,1272.194535,0.0

2.174949,834,1283.987092,0.0

0.584421,834,1295.73385,0.0

2.061355,834,1307.642266,0.0

2.075527,834,1319.470252,0.0

1.710575,834,1331.358347,0.0

2.092918,834,1343.521613,0.0

1.208421,834,1355.487904,0.0

1.329231,834,1367.455303,0.0

1.956053,834,1379.436014,0.0

2.71308,834,1391.52895,0.0

1.511923,834,1403.320421,0.0

2.549348,834,1415.395437,0.0

1.9966,834,1427.297956,0.0

0.544087,834,1439.026997,0.0

2.147316,834,1450.7156,0.0

1.851053,834,1462.608365,0.0

1.122227,834,1474.311323,0.0

1.939196,834,1485.988174,0.0

0.93526,834,1498.023776,0.0

1.986848,834,1510.163891,0.0

1.408513,834,1522.051185,0.0

1.41342,834,1533.786931,0.0

1.730695,834,1546.188562,0.0

1.955655,834,1558.500007,0.0

1.724679,834,1571.172806,0.0

1.878612,834,1584.195224,0.0

1.847777,834,1595.926676,0.0

1.584068,834,1608.803726,0.0

1.64486,834,1621.656087,0.0

1.459461,834,1633.452104,0.0

2.444784,834,1645.336545,0.0

1.626889,834,1657.241325,0.0

1.966031,834,1668.89135,0.0

1.73902,834,1681.947313,0.0

1.622342,834,1694.604063,0.0

2.171709,834,1707.437534,0.0

1.883283,834,1719.259883,0.0

1.747264,834,1731.291281,0.0

1.857508,834,1743.413475,0.0

2.206266,834,1756.003968,0.0

2.423303,834,1768.237528,0.0

1.400494,834,1780.272927,0.0

2.517744,834,1792.320333,0.0

1.669193,834,1804.159746,0.0

1.901641,834,1816.416141,0.0

2.014286,834,1828.308553,0.0

2.071256,834,1840.439954,0.0

1.663273,834,1852.850181,0.0

1.963478,834,1864.881982,0.0

1.654407,834,1876.648118,0.0

1.854128,834,1889.005422,0.0

