#{"t_start": 1659846531.7346334, "env_id": null}
r,l,t,fractional_success
0.542277,834,5.129307,0.0
-1.906699,834,15.263779,0.0
7.847404,834,27.119306,0.9993724625215981
-0.281876,834,38.544346,0.0
8.87399,834,49.231993,0.9989716087136755
9.380733,834,59.746375,0.998889436232324
2.622639,834,69.86001,0.0
0.999885,834,79.717198,0.0
2.624746,834,89.609716,0.0
0.15555,834,99.625427,0.0
1.040379,834,109.796168,0.0
1.500783,834,119.713251,0.0
6.118251,834,129.938167,0.0
1.718753,834,140.718497,0.0
1.875261,834,150.733636,0.0
1.56152,834,160.780023,0.0
1.989118,834,170.826411,0.0
1.264728,834,180.950915,0.0
1.685943,834,191.028552,0.0
1.418927,834,200.934319,0.0
1.997388,834,210.808842,0.0
2.279864,834,220.902102,0.0
1.743253,834,230.964111,0.0
5.260346,834,240.901158,0.0
2.502712,834,251.119382,0.0
2.49068,834,261.16577,0.0
0.999528,834,271.321526,0.0
1.274959,834,281.727272,0.0
2.150894,834,291.664286,0.0
1.565177,834,301.710677,0.0
1.409444,834,312.0383,0.0
1.610941,834,322.115936,0.0
1.317726,834,332.037332,0.0
1.299927,834,341.989973,0.0
1.07062,834,351.801999,0.0
2.005161,834,361.864009,0.0
1.902386,834,371.988521,0.0
1.269678,834,382.03491,0.0
2.319563,834,392.0813,0.0
1.733103,834,402.127691,0.0
1.149591,834,412.642807,0.0
1.627463,834,422.845439,0.0
1.662164,834,433.032447,0.0
1.148874,834,443.172581,0.0
1.582814,834,453.234594,0.0
1.804733,834,463.265362,0.0
2.29849,834,473.186758,0.0
1.152826,834,483.123779,0.0
1.736239,834,493.10769,0.0
1.412179,834,503.18531,0.0
2.059228,834,513.466067,0.0
1.406448,834,523.621827,0.0
1.411997,834,533.761967,0.0
1.55685,834,544.027099,0.0
1.81488,834,554.385978,0.0
1.198898,834,564.463621,0.0
0.939125,834,574.588131,0.0
2.814655,834,584.743896,0.0
2.2081,834,595.055902,0.0
1.237709,834,605.242917,0.0
1.74714,834,616.476753,0.0
1.690362,834,627.335608,0.0
0.880664,834,638.303834,0.0
1.261159,834,649.365808,0.0
1.492893,834,663.240143,0.0
0.999439,834,673.552152,0.0
3.36056,834,686.692152,0.0
2.052832,834,696.963747,0.0
1.061809,834,707.114001,0.0
1.721562,834,717.535378,0.0
1.290427,834,728.597351,0.0
1.217553,834,739.237473,0.0
1.041735,834,749.440114,0.0
-0.21002,834,759.783375,0.0
1.447314,834,769.986016,0.0
1.990694,834,780.298027,0.0
2.5122,834,790.594418,0.0
1.868624,834,800.843931,0.0
0.691301,834,811.093447,0.0
1.906235,834,821.405463,0.0
1.69723,834,831.639353,0.0
1.402725,834,841.982617,0.0
0.005855,834,852.279006,0.0
1.463419,834,862.718559,0.0
1.652459,834,873.059277,0.0
3.051924,834,883.465033,0.0
1.62502,834,894.152029,0.0
1.290757,834,904.604653,0.0
1.88332,834,914.994785,0.0
1.769717,834,925.431785,0.0
1.187681,834,935.99378,0.0
2.031545,834,946.743375,0.0
1.859662,834,957.555245,0.0
2.40911,834,968.601592,0.0
1.610468,834,979.179207,0.0
2.167316,834,989.834943,0.0
1.362931,834,1000.475057,0.0
