#{"t_start": 1659570957.7673488, "env_id": null}
r,l,t,fractional_success
1.488662,834,19.232811,0.0
0.804954,834,36.053018,0.0
0.475573,834,51.58613,0.0
1.479621,834,67.000814,0.0
1.006079,834,82.825874,0.0
-0.93003,834,98.374019,0.0
1.024763,834,114.208211,0.0
0.97258,834,130.778772,0.0
1.088578,834,147.555541,0.0
-0.212389,834,162.824676,0.0
0.87687,834,178.546004,0.0
1.12367,834,194.691601,0.0
1.188638,834,211.046561,0.0
0.843957,834,226.946431,0.0
1.122538,834,242.565415,0.0
1.734876,834,258.382581,0.0
1.180509,834,274.162944,0.0
1.094271,834,290.053876,0.0
1.378822,834,305.776014,0.0
1.1006,834,320.944659,0.0
1.048746,834,336.707322,0.0
1.217021,834,352.620143,0.0
1.267647,834,368.454033,0.0
0.918344,834,384.198255,0.0
1.186521,834,401.094823,0.0
1.065242,834,418.843643,0.0
0.834091,834,436.027869,0.0
1.128158,834,451.737514,0.0
1.386774,834,467.584039,0.0
1.231676,834,482.82661,0.0
1.371474,834,498.725822,0.0
1.211591,834,514.417276,0.0
1.225128,834,530.105445,0.0
1.186907,834,545.800216,0.0
0.836063,834,561.427226,0.0
-0.083563,834,577.176107,0.0
1.171427,834,592.685941,0.0
1.315563,834,608.303103,0.0
1.255299,834,623.968031,0.0
1.048858,834,639.35694,0.0
1.129724,834,655.085633,0.0
1.214185,834,670.929602,0.0
0.86592,834,686.907314,0.0
1.326309,834,702.846595,0.0
1.270987,834,718.949715,0.0
1.045123,834,734.83873,0.0
1.215442,834,750.549127,0.0
0.874367,834,766.047908,0.0
1.334057,834,781.635191,0.0
1.40977,834,796.904445,0.0
1.068761,834,815.236501,0.0
1.388319,834,831.634684,0.0
1.231627,834,847.254135,0.0
1.045773,834,862.888085,0.0
1.39164,834,878.543616,0.0
0.999189,834,894.29511,0.0
1.213712,834,910.076569,0.0
1.346643,834,925.952648,0.0
1.151983,834,941.457601,0.0
1.726188,834,956.625984,0.0
1.418527,834,971.812263,0.0
2.541047,834,986.978354,0.0
1.66258,834,1002.390254,0.0
1.581483,834,1018.073073,0.0
1.284446,834,1033.89884,0.0
1.480295,834,1049.604159,0.0
1.456619,834,1065.718424,0.0
1.296901,834,1081.461498,0.0
1.231896,834,1097.248339,0.0
1.36056,834,1112.451212,0.0
1.225102,834,1128.778729,0.0
1.372713,834,1145.137239,0.0
1.462146,834,1160.98294,0.0
1.262275,834,1176.737746,0.0
0.613382,834,1192.911519,0.0
0.893901,834,1209.054348,0.0
