#{"t_start": 1659450763.178457, "env_id": null}
r,l,t,fractional_success
0.457468,834,22.004276,0.0
0.850373,834,43.957719,0.0
0.980421,834,64.780882,0.0
1.611809,834,85.163715,0.0
1.521893,834,105.258037,0.0
1.017261,834,126.239179,0.0
0.954994,834,149.174214,0.0
1.412513,834,171.025841,0.0
1.449117,834,192.927456,0.0
1.488463,834,213.892245,0.0
1.778258,834,235.010031,0.0
1.623114,834,257.899,0.0
1.942853,834,279.497803,0.0
1.983247,834,302.010706,0.0
2.088885,834,323.981513,0.0
1.267886,834,346.445415,0.0
1.657711,834,368.085609,0.0
1.383813,834,392.08217,0.0
1.720407,834,414.838124,0.0
1.749,834,438.230271,0.0
1.843521,834,459.19994,0.0
2.001602,834,479.947261,0.0
1.596821,834,501.763623,0.0
2.063616,834,522.518679,0.0
2.009144,834,544.073418,0.0
1.567544,834,565.281224,0.0
1.762466,834,585.618619,0.0
1.629285,834,604.552747,0.0
2.066045,834,625.616417,0.0
1.983488,834,645.011546,0.0
2.104936,834,667.383857,0.0
1.704619,834,689.84349,0.0
1.808795,834,711.350647,0.0
1.404538,834,733.656313,0.0
1.667979,834,754.966023,0.0
1.910543,834,780.31223,0.0
1.711548,834,803.859124,0.0
2.062676,834,826.039798,0.0
2.135589,834,847.201989,0.0
1.790816,834,868.959242,0.0
1.458439,834,888.877755,0.0
2.043747,834,909.955738,0.0
1.668531,834,931.485897,0.0
1.297401,834,953.085285,0.0
1.540628,834,973.5337,0.0
1.471224,834,996.463614,0.0
1.44073,834,1016.875812,0.0
1.640844,834,1039.689234,0.0
1.48734,834,1061.408811,0.0
1.576275,834,1082.19307,0.0
1.643177,834,1105.484553,0.0
1.633754,834,1125.700659,0.0
1.713664,834,1146.326843,0.0
1.695162,834,1170.876781,0.0
1.803304,834,1192.260788,0.0
1.909945,834,1215.691046,0.0
1.751813,834,1239.40308,0.0
1.660363,834,1264.412172,0.0
1.668631,834,1286.874876,0.0
1.610396,834,1311.892841,0.0
1.780134,834,1338.669483,0.0
1.729741,834,1363.242736,0.0
1.628342,834,1386.671517,0.0
1.773118,834,1409.809017,0.0
1.482454,834,1430.621615,0.0
1.659893,834,1453.804615,0.0
1.778723,834,1477.44112,0.0
1.549418,834,1505.768009,0.0
1.894853,834,1533.851666,0.0
1.876561,834,1561.121738,0.0
2.071252,834,1586.043267,0.0
1.966205,834,1607.905996,0.0
1.991547,834,1630.323715,0.0
1.683808,834,1654.753895,0.0
1.608824,834,1678.179112,0.0
1.70201,834,1700.780325,0.0
1.620349,834,1722.583722,0.0
1.730102,834,1745.381879,0.0
1.85372,834,1768.422989,0.0
1.835789,834,1790.99551,0.0
1.641006,834,1819.838336,0.0
1.63078,834,1853.94218,0.0
1.890337,834,1876.80594,0.0
2.173085,834,1899.398379,0.0
2.030876,834,1921.285702,0.0
1.695764,834,1942.972052,0.0
1.827668,834,1967.110418,0.0
1.847632,834,1991.120371,0.0
1.989273,834,2013.472566,0.0
1.866815,834,2034.254814,0.0
2.239072,834,2057.54255,0.0
1.928302,834,2080.00853,0.0
2.065691,834,2107.889878,0.0
1.766225,834,2133.792441,0.0
1.678717,834,2157.9897,0.0
2.238238,834,2182.762074,0.0
1.638492,834,2206.345319,0.0
1.873845,834,2231.443816,0.0
1.753063,834,2255.090611,0.0
1.935934,834,2278.137511,0.0
1.818341,834,2304.492611,0.0
2.042048,834,2327.090108,0.0
1.75886,834,2351.668215,0.0
1.761712,834,2375.917525,0.0
2.073131,834,2401.005997,0.0
2.056324,834,2429.468598,0.0
2.170489,834,2452.889469,0.0
2.297427,834,2476.250176,0.0
1.623299,834,2499.643345,0.0
2.07104,834,2523.368958,0.0
2.244839,834,2547.329376,0.0
2.039798,834,2571.293815,0.0
2.209511,834,2595.36801,0.0
2.032199,834,2617.019084,0.0
1.726968,834,2640.248909,0.0
1.752056,834,2663.971824,0.0
1.446772,834,2688.551505,0.0
1.861609,834,2712.96663,0.0
2.057739,834,2736.787486,0.0
2.167023,834,2762.587048,0.0
1.785518,834,2786.59298,0.0
1.672638,834,2810.569441,0.0
1.853762,834,2834.422883,0.0
1.74475,834,2858.578705,0.0
1.688992,834,2882.264839,0.0
1.788251,834,2907.03889,0.0
2.116216,834,2928.939551,0.0
1.578129,834,2951.803775,0.0
1.546026,834,2976.639939,0.0
2.13641,834,3000.522311,0.0
1.724505,834,3026.139307,0.0
1.769059,834,3049.277999,0.0
1.952666,834,3074.219491,0.0
2.061707,834,3099.02523,0.0
2.282241,834,3124.342547,0.0
2.158034,834,3151.056138,0.0
1.553036,834,3175.814892,0.0
1.768866,834,3200.767731,0.0
1.980647,834,3226.399851,0.0
1.572864,834,3250.272733,0.0
1.690994,834,3279.838992,0.0
2.130468,834,3305.540336,0.0
1.724612,834,3338.067272,0.0
2.095601,834,3367.861748,0.0
1.696342,834,3395.640983,0.0
1.595818,834,3421.792901,0.0
1.544119,834,3450.577689,0.0
2.058157,834,3476.005795,0.0
1.462542,834,3504.088476,0.0
1.72834,834,3526.895687,0.0
2.025571,834,3550.76096,0.0
1.821244,834,3575.039911,0.0
1.813582,834,3600.006323,0.0
2.034022,834,3625.589231,0.0
1.892136,834,3651.43074,0.0
2.128106,834,3673.122482,0.0
1.803735,834,3698.836607,0.0
1.806614,834,3722.671524,0.0
2.194058,834,3746.00723,0.0
1.890904,834,3768.132516,0.0
1.911008,834,3790.204422,0.0
1.726006,834,3814.884153,0.0
1.898382,834,3838.395629,0.0
1.641733,834,3864.812115,0.0
2.007435,834,3891.240823,0.0
1.681926,834,3916.48146,0.0
1.731583,834,3939.80734,0.0
1.787883,834,3961.252211,0.0
1.810522,834,3985.592652,0.0
2.017893,834,4008.887005,0.0
1.865578,834,4032.785954,0.0
1.987156,834,4056.301853,0.0
2.195577,834,4079.23647,0.0
1.723792,834,4104.165585,0.0
1.541637,834,4126.25511,0.0
1.74201,834,4150.961769,0.0
2.007007,834,4173.934986,0.0
1.653698,834,4197.691721,0.0
1.738079,834,4219.432413,0.0
1.836092,834,4242.740043,0.0
1.595316,834,4264.615941,0.0
2.146427,834,4287.939008,0.0
1.990075,834,4310.929763,0.0
2.114288,834,4334.235647,0.0
1.6208,834,4359.825935,0.0
1.916852,834,4382.18615,0.0
1.871279,834,4404.102412,0.0
2.119983,834,4428.155657,0.0
1.872078,834,4453.275779,0.0
2.154436,834,4476.653341,0.0
1.886491,834,4497.969354,0.0
2.09997,834,4520.07759,0.0
1.768606,834,4542.371542,0.0
1.758652,834,4566.438705,0.0
1.783184,834,4589.401846,0.0
1.606828,834,4611.07282,0.0
2.057041,834,4636.268683,0.0
1.721684,834,4659.228135,0.0
1.634574,834,4685.304789,0.0
1.790434,834,4709.374674,0.0
1.718699,834,4732.701983,0.0
1.942652,834,4756.815732,0.0
2.231818,834,4779.636204,0.0
1.979934,834,4801.479404,0.0
2.005786,834,4828.084983,0.0
1.9119,834,4855.137983,0.0
1.929849,834,4879.971182,0.0
1.792321,834,4905.281273,0.0
2.240083,834,4932.221288,0.0
1.952014,834,4957.274761,0.0
2.470531,834,4979.86861,0.0
1.806423,834,5003.041405,0.0
1.864932,834,5026.370195,0.0
1.882996,834,5049.946971,0.0
1.78413,834,5078.305499,0.0
2.018941,834,5099.591394,0.0
2.232152,834,5121.650252,0.0
1.552917,834,5144.895046,0.0
1.617021,834,5167.657866,0.0
1.74998,834,5190.449684,0.0
1.959952,834,5213.235502,0.0
1.698668,834,5234.566397,0.0
1.834234,834,5257.022233,0.0
1.911163,834,5280.594012,0.0
1.691662,834,5305.9517,0.0
1.535347,834,5330.222443,0.0
1.738,834,5355.856108,0.0
1.754659,834,5379.902856,0.0
1.637069,834,5403.275644,0.0
2.203704,834,5429.419289,0.0
1.894547,834,5454.76298,0.0
1.691859,834,5479.822683,0.0
2.082728,834,5504.037431,0.0
2.110587,834,5526.460271,0.0
1.954226,834,5551.701966,0.0
1.708706,834,5575.700723,0.0
1.673909,834,5601.673609,0.0
1.844375,834,5626.439329,0.0
1.97101,834,5649.926116,0.0
2.101716,834,5673.792882,0.0
2.147662,834,5695.800747,0.0
1.99084,834,5718.714563,0.0
2.179779,834,5743.94026,0.0
2.924267,834,5767.486044,0.0
2.420219,834,5790.709849,0.0
1.972357,834,5813.169687,0.0
1.715832,834,5837.473433,0.0
1.993175,834,5861.834175,0.0
2.339368,834,5886.258915,0.0
2.074092,834,5909.952693,0.0
1.959335,834,5934.118304,0.0
2.00664,834,5958.212061,0.0
1.807007,834,5982.475808,0.0
2.014999,834,6006.608562,0.0
1.928685,834,6031.481291,0.0
2.244888,834,6055.271055,0.0
1.678734,834,6079.202822,0.0
1.818802,834,6101.982648,0.0
2.348838,834,6125.115453,0.0
2.166896,834,6151.24011,0.0
2.061802,834,6175.620856,0.0
1.766154,834,6199.295634,0.0
2.036361,834,6223.276399,0.0
1.786609,834,6246.576198,0.0
1.71063,834,6271.238929,0.0
2.007614,834,6298.955138,0.0
1.980426,834,6324.547757,0.0
2.068347,834,6351.307451,0.0
1.836654,834,6379.847914,0.0
1.970973,834,6408.914565,0.0
2.021838,834,6433.599925,0.0
1.928437,834,6459.586888,0.0
1.972624,834,6485.19507,0.0
1.83013,834,6509.741425,0.0
2.155188,834,6533.717937,0.0
2.174851,834,6561.272097,0.0
2.243834,834,6584.15912,0.0
2.211743,834,6607.575434,0.0
2.1259,834,6631.770927,0.0
1.84742,834,6655.734902,0.0
1.764491,834,6679.58878,0.0
1.763799,834,6702.271013,0.0
1.933586,834,6725.045328,0.0
2.138515,834,6752.585345,0.0
1.69944,834,6777.608789,0.0
1.77417,834,6804.891755,0.0
2.200257,834,6829.241044,0.0
2.232193,834,6852.702153,0.0
2.254956,834,6877.638895,0.0
2.191644,834,6903.084673,0.0
2.203917,834,6930.347505,0.0
2.167707,834,6955.433405,0.0
