#{"t_start": 1659450762.843475, "env_id": null}
r,l,t,fractional_success
0.020923,834,22.398251,0.0
0.146864,834,44.2917,0.0
1.433189,834,65.098734,0.0
0.312454,834,85.316705,0.0
1.807774,834,105.593019,0.0
1.186979,834,126.562637,0.0
1.084683,834,149.500199,0.0
1.707915,834,171.375821,0.0
2.043714,834,193.123738,0.0
1.863792,834,214.242878,0.0
1.695432,834,235.310762,0.0
1.901972,834,258.434555,0.0
1.657975,834,279.833784,0.0
1.809612,834,302.344689,0.0
1.627258,834,324.320493,0.0
1.716874,834,346.905393,0.0
0.952411,834,368.404576,0.0
1.582236,834,392.29016,0.0
1.934794,834,415.163105,0.0
2.129208,834,438.556254,0.0
2.000958,834,459.508926,0.0
1.288394,834,480.508753,0.0
1.728606,834,502.106603,0.0
2.124695,834,522.797665,0.0
1.925392,834,544.3994,0.0
1.769107,834,565.556209,0.0
1.964823,834,586.027596,0.0
1.975142,834,604.87973,0.0
1.818048,834,625.914694,0.0
1.695821,834,645.512518,0.0
1.83658,834,667.902348,0.0
1.64781,834,690.043824,0.0
1.397097,834,711.676632,0.0
2.100976,834,733.879785,0.0
1.611041,834,755.434995,0.0
1.681797,834,780.629211,0.0
1.767709,834,804.09111,0.0
1.981234,834,826.496773,0.0
1.925511,834,847.535971,0.0
1.850253,834,869.285225,0.0
1.786749,834,889.203739,0.0
1.781878,834,910.308717,0.0
1.574463,834,931.797377,0.0
1.620046,834,953.453264,0.0
2.072052,834,973.907681,0.0
1.542053,834,996.796592,0.0
1.677728,834,1017.193802,0.0
1.987253,834,1039.810246,0.0
1.518547,834,1061.893313,0.0
1.468727,834,1082.528052,0.0
1.581206,834,1105.619547,0.0
1.653223,834,1126.117638,0.0
1.720536,834,1146.656823,0.0
1.581764,834,1171.213763,0.0
1.595591,834,1192.863777,0.0
1.751132,834,1216.213016,0.0
1.685703,834,1239.746062,0.0
1.839189,834,1264.747154,0.0
1.752687,834,1286.927871,0.0
1.653371,834,1312.226823,0.0
1.692351,834,1338.732479,0.0
1.748398,834,1363.577718,0.0
1.779697,834,1386.878505,0.0
1.889847,834,1409.895013,0.0
1.759068,834,1431.090589,0.0
1.955072,834,1454.139597,0.0
1.656718,834,1477.8411,0.0
1.644347,834,1506.197985,0.0
1.838668,834,1534.195628,0.0
1.682511,834,1561.46772,0.0
1.740069,834,1586.127263,0.0
1.737947,834,1608.346971,0.0
1.527497,834,1630.654696,0.0
2.016393,834,1655.133874,0.0
1.606383,834,1678.425582,0.0
1.590827,834,1701.113306,0.0
1.747596,834,1722.912707,0.0
1.755907,834,1745.535871,0.0
1.614664,834,1768.620942,0.0
1.726797,834,1791.462452,0.0
1.71591,834,1820.172288,0.0
1.886618,834,1854.277162,0.0
1.75229,834,1877.150922,0.0
1.557809,834,1899.735361,0.0
1.709246,834,1921.761304,0.0
2.202,834,1943.29141,0.0
1.775828,834,1967.444398,0.0
1.789478,834,1991.456353,0.0
1.563318,834,2013.807548,0.0
2.119545,834,2034.589796,0.0
2.031771,834,2057.981865,0.0
1.668247,834,2080.504296,0.0
1.791257,834,2108.205861,0.0
1.722828,834,2134.158641,0.0
1.838598,834,2158.306684,0.0
2.192928,834,2183.279046,0.0
1.693119,834,2206.652305,0.0
1.687668,834,2231.674644,0.0
1.708154,834,2255.418594,0.0
1.630655,834,2278.520202,0.0
2.307122,834,2304.827593,0.0
1.794157,834,2327.456775,0.0
1.795751,834,2351.896202,0.0
1.804749,834,2376.284365,0.0
1.762206,834,2401.072724,0.0
2.212553,834,2429.839264,0.0
2.207829,834,2453.224451,0.0
1.695713,834,2476.587158,0.0
2.041592,834,2499.881333,0.0
2.017014,834,2523.443955,0.0
1.940883,834,2547.639361,0.0
2.239866,834,2571.639796,0.0
2.127523,834,2595.480489,0.0
2.0756,834,2617.199072,0.0
1.760769,834,2640.575891,0.0
2.131511,834,2664.416799,0.0
1.724865,834,2689.03848,0.0
1.797878,834,2713.190621,0.0
1.958287,834,2737.121467,0.0
2.287629,834,2763.100537,0.0
1.850567,834,2786.760973,0.0
2.012717,834,2810.96942,0.0
2.204892,834,2834.473879,0.0
1.507651,834,2858.911689,0.0
2.363565,834,2882.598823,0.0
1.704319,834,2907.144883,0.0
1.930314,834,2929.319052,0.0
1.97522,834,2952.11876,0.0
1.79938,834,2976.974921,0.0
1.785903,834,3000.850293,0.0
1.741016,834,3026.44629,0.0
1.667241,834,3049.613983,0.0
1.713614,834,3074.521473,0.0
1.904844,834,3099.415726,0.0
2.16041,834,3124.53654,0.0
1.774885,834,3151.411116,0.0
1.578203,834,3176.136868,0.0
2.102137,834,3201.10172,0.0
1.716692,834,3226.950821,0.0
1.618993,834,3250.752706,0.0
1.633435,834,3280.173974,0.0
1.747797,834,3305.874316,0.0
2.104592,834,3338.398254,0.0
1.705709,834,3368.19673,0.0
2.186441,834,3395.710979,0.0
2.073541,834,3422.287391,0.0
1.842442,834,3451.116659,0.0
2.221618,834,3476.067271,0.0
1.448083,834,3504.629448,0.0
1.743329,834,3527.230669,0.0
1.839958,834,3551.373965,0.0
2.2876,834,3575.405889,0.0
1.718869,834,3600.384303,0.0
1.700809,834,3625.810222,0.0
1.710223,834,3651.532215,0.0
1.606858,834,3673.457464,0.0
1.828303,834,3699.360579,0.0
1.913232,834,3723.125497,0.0
2.171419,834,3746.155703,0.0
1.777491,834,3768.468498,0.0
1.794674,834,3790.506407,0.0
1.793583,834,3815.218132,0.0
2.06522,834,3838.727611,0.0
1.798354,834,3864.943109,0.0
1.763463,834,3891.969301,0.0
1.844576,834,3916.793924,0.0
1.919855,834,3940.142322,0.0
1.750556,834,3961.587193,0.0
2.06813,834,3986.017628,0.0
1.825741,834,4009.220986,0.0
2.146956,834,4032.99594,0.0
2.160028,834,4056.636835,0.0
2.097354,834,4079.790439,0.0
2.162174,834,4104.500566,0.0
1.816141,834,4126.418098,0.0
1.785499,834,4151.249753,0.0
1.664415,834,4174.285967,0.0
2.088683,834,4198.026703,0.0
1.530431,834,4219.89739,0.0
1.76302,834,4243.075025,0.0
1.905667,834,4264.977922,0.0
2.029796,834,4288.272988,0.0
2.198193,834,4311.255746,0.0
1.86354,834,4334.578629,0.0
2.110586,834,4360.175608,0.0
2.2369,834,4382.28056,0.0
2.163228,834,4404.440393,0.0
1.875943,834,4428.50564,0.0
2.213232,834,4453.629758,0.0
1.863891,834,4476.988323,0.0
1.906058,834,4498.288713,0.0
1.888914,834,4520.537564,0.0
1.649709,834,4542.790517,0.0
2.082329,834,4566.667694,0.0
2.050989,834,4589.596215,0.0
2.142711,834,4611.456941,0.0
2.182038,834,4636.626663,0.0
1.534685,834,4659.562116,0.0
1.971577,834,4685.97027,0.0
2.030641,834,4709.709656,0.0
2.20492,834,4733.027966,0.0
1.775423,834,4757.166712,0.0
2.098407,834,4779.964186,0.0
1.921502,834,4801.712394,0.0
1.814776,834,4828.463023,0.0
1.655674,834,4855.289976,0.0
1.735718,834,4880.275166,0.0
1.823827,834,4905.609099,0.0
2.1702,834,4932.545273,0.0
2.167458,834,4957.729738,0.0
1.829809,834,4980.203592,0.0
1.926023,834,5003.352389,0.0
1.895944,834,5026.785174,0.0
1.730327,834,5050.264954,0.0
2.172256,834,5078.526486,0.0
2.067901,834,5099.85338,0.0
2.111644,834,5122.003231,0.0
1.666258,834,5145.238025,0.0
1.636386,834,5168.10584,0.0
1.701415,834,5191.06565,0.0
1.465633,834,5213.242501,0.0
1.670273,834,5234.856383,0.0
1.974839,834,5257.560204,0.0
1.966378,834,5280.789004,0.0
1.697396,834,5306.102689,0.0
1.970452,834,5330.59542,0.0
1.940295,834,5356.380078,0.0
2.150992,834,5380.237838,0.0
1.964774,834,5403.613627,0.0
1.940062,834,5429.607279,0.0
1.933828,834,5455.13096,0.0
1.994773,834,5480.101666,0.0
2.261534,834,5504.463407,0.0
1.810425,834,5526.780257,0.0
2.160059,834,5552.012948,0.0
1.584397,834,5576.134701,0.0
2.292307,834,5601.99859,0.0
1.743942,834,5626.9303,0.0
2.384582,834,5649.966111,0.0
1.840133,834,5674.083864,0.0
2.045965,834,5696.105732,0.0
2.674341,834,5719.058546,0.0
2.083526,834,5744.242242,0.0
2.541888,834,5767.837027,0.0
2.103315,834,5791.034831,0.0
2.207461,834,5813.722659,0.0
1.867413,834,5837.611427,0.0
2.087616,834,5862.355148,0.0
1.888103,834,5886.602896,0.0
1.713389,834,5910.271676,0.0
1.734967,834,5934.461284,0.0
2.173408,834,5958.312054,0.0
1.827273,834,5982.79479,0.0
2.177789,834,6006.977543,0.0
2.206675,834,6031.819262,0.0
2.360262,834,6055.633035,0.0
1.915094,834,6079.633798,0.0
1.98218,834,6102.30563,0.0
1.621352,834,6125.450435,0.0
1.844428,834,6151.82208,0.0
1.953262,834,6175.954837,0.0
2.1822,834,6199.610617,0.0
1.722977,834,6223.610382,0.0
1.933618,834,6246.91118,0.0
1.594253,834,6271.639909,0.0
1.787198,834,6299.041136,0.0
2.061099,834,6324.993732,0.0
1.916233,834,6351.570437,0.0
1.994865,834,6380.272892,0.0
1.924439,834,6409.193549,0.0
1.893146,834,6433.933908,0.0
1.837095,834,6459.900869,0.0
2.001957,834,6485.561571,0.0
1.778577,834,6510.075405,0.0
2.075036,834,6534.253952,0.0
1.821004,834,6561.606077,0.0
