#{"t_start": 1659711442.0360177, "env_id": null}
r,l,t,fractional_success
-0.269676,834,5.316793,0.0
-0.932839,834,15.774687,0.0
8.288226,834,27.556996,0.9993621668433533
8.384868,834,39.444922,0.999372462521782
8.088737,834,49.948837,0.9993724625223648
1.300554,834,60.044896,0.0
8.523277,834,70.008093,0.99937245590825
9.914911,834,79.83359,0.999372462514254
1.843901,834,89.598748,0.0
8.064569,834,99.292485,0.0
6.126988,834,109.987205,0.0
4.717533,834,120.499344,0.0
5.372421,834,130.338106,0.0
0.913018,834,140.391292,0.0
1.58878,834,150.605901,0.0
3.87198,834,161.95017,0.0
7.047973,834,172.894996,0.0
2.213143,834,183.924727,0.0
